0;44.0;3.5;0;1;4
0;29.0;3.5;0;1;4
0;36.0;3.5;1;1;4
0;39.0;3.5;1;1;4
0;48.0;3.5;1;1;4
0;40.0;3.5;0;1;4
0;34.0;3.5;0;1;4
0;40.0;3.5;1;1;4
0;40.0;3.5;1;1;4
1;28.0;3.5;0;0;4
0;33.0;3.5;0;0;4
0;36.0;3.5;0;1;4
0;34.0;3.5;1;1;4
0;31.0;3.5;0;1;4
0;42.0;3.5;1;1;4
0;34.0;3.5;0;1;4
2;39.0;3.5;1;1;4
0;33.0;3.5;0;1;4
0;44.0;3.5;0;1;4
0;39.0;3.5;0;1;4
0;32.0;3.5;0;1;4
0;30.0;3.5;0;1;4
0;36.0;3.5;0;1;4
0;38.0;3.5;0;1;4
0;35.0;3.5;1;1;4
0;31.0;3.5;0;1;4
0;47.0;3.5;1;1;4
0;40.0;3.5;0;1;4
0;30.0;3.5;0;1;4
0;34.0;3.5;1;1;4
0;39.0;3.5;1;1;4
0;48.0;3.5;1;1;4
0;37.0;3.5;1;1;4
0;39.0;3.5;0;1;4
0;33.0;3.5;0;1;4
0;45.0;3.5;1;1;4
0;36.0;3.5;0;1;4
0;44.0;3.5;1;1;4
0;30.5;3.5;1;1;4
0;40.0;3.5;1;1;4
0;48.0;3.5;0;1;4
0;39.0;3.5;0;1;4
0;31.0;3.5;0;1;4
0;33.5;3.5;1;1;4
0;31.0;3.5;0;1;4
0;32.0;3.5;1;1;4
0;38.0;3.5;1;1;4
0;30.0;3.5;0;1;4
0;37.0;3.5;1;1;4
0;32.0;3.5;0;1;4
0;34.0;3.5;0;1;4
0;35.0;3.5;1;1;4
0;44.0;3.5;0;1;4
0;30.5;3.5;1;1;4
0;32.0;3.5;0;1;4
0;37.0;3.5;0;1;4
0;28.0;3.5;0;1;4
0;39.0;3.5;1;1;4
0;35.0;3.5;1;1;4
3;37.0;3.5;0;1;4
0;46.0;3.5;1;1;4
0;39.0;3.5;1;1;4
0;33.0;3.5;1;0;4
0;43.0;3.5;0;1;4
0;34.0;3.5;0;1;4
0;33.0;3.5;0;1;4
0;43.0;3.5;0;1;4
0;41.0;3.5;0;1;4
0;40.0;3.5;0;1;4
0;33.0;3.5;0;1;4
0;35.0;3.5;1;1;4
0;42.0;3.5;0;1;4
2;36.0;3.5;1;1;4
0;46.0;3.5;0;1;4
0;38.0;3.5;0;1;4
0;36.0;3.5;0;1;4
0;35.0;3.5;1;1;4
0;37.0;3.5;1;1;4
0;37.7;3.5;0;1;4
0;43.0;3.5;1;1;4
1;31.0;3.5;1;1;4
0;42.0;3.5;0;1;4
0;35.0;3.5;1;1;4
0;43.5;3.5;1;1;4
0;29.0;3.5;1;1;4
0;38.0;3.5;0;1;4
0;37.0;3.5;1;1;4
0;40.0;3.5;1;1;4
0;44.0;3.5;1;1;4
0;43.0;3.5;1;1;4
3;37.0;3.5;1;1;4
0;38.0;3.5;1;1;4
0;41.0;3.5;0;1;4
0;45.0;3.5;1;0;4
0;32.5;3.5;1;1;4
0;35.0;3.5;1;1;4
0;29.0;3.5;0;0;4
0;32.0;3.5;0;1;4
0;39.0;3.5;0;1;4
0;40.0;3.5;1;1;4
0;45.0;3.5;1;1;4
0;35.0;3.5;0;1;4
0;29.0;3.5;1;1;4
0;46.0;3.5;1;1;4
0;44.0;3.5;0;1;4
0;40.0;3.5;0;1;4
0;42.0;3.5;0;1;4
0;32.0;3.5;0;1;4
0;43.0;3.5;0;1;4
0;30.5;3.5;0;1;4
0;35.0;3.5;0;1;4
0;34.0;3.5;1;1;4
0;38.0;3.5;0;1;4
0;33.0;3.5;0;1;4
0;36.0;3.5;1;1;4
0;41.0;3.5;1;1;4
0;43.0;3.5;1;1;4
0;40.0;3.5;0;1;4
3;23.3;3.5;1;1;4
0;42.0;3.5;0;1;4
0;47.0;3.5;1;1;4
0;43.0;3.5;1;1;4
0;34.0;3.5;0;1;4
0;30.0;3.5;1;1;4
0;38.0;3.5;0;1;4
0;44.0;3.5;1;1;4
0;43.0;3.5;1;1;4
0;45.0;3.5;1;1;4
0;33.0;3.5;1;1;4
0;38.0;3.5;1;1;4
0;41.0;3.5;0;1;4
0;37.0;3.5;1;1;4
0;25.0;3.5;0;0;4
1;40.0;3.5;0;1;4
0;40.0;3.5;0;1;4
0;33.0;3.5;1;1;4
0;48.0;3.5;1;1;4
0;34.0;3.5;0;1;4
0;31.5;3.5;0;1;4
0;33.0;3.5;0;1;4
0;43.0;3.5;1;1;4
0;39.0;3.5;0;1;4
0;43.0;3.5;1;1;4
0;39.0;3.5;0;1;4
0;44.0;3.5;1;1;4
0;32.0;3.5;1;1;4
0;35.0;3.5;0;1;4
2;39.5;3.5;1;1;4
0;42.0;3.5;0;1;4
1;33.0;3.5;0;1;4
0;26.0;3.5;0;1;4
0;39.0;3.5;0;1;4
0;35.5;3.5;0;1;4
0;33.0;3.5;1;1;4
0;41.0;3.5;1;1;4
0;42.0;3.5;0;1;4
0;45.0;3.5;0;1;4
3;32.0;3.5;1;1;4
0;37.0;3.5;1;1;4
0;38.0;3.5;1;1;4
0;42.0;3.5;0;1;4
0;40.0;3.5;1;1;4
0;28.0;3.5;0;1;4
0;42.0;3.5;1;1;4
0;45.0;3.5;1;1;4
0;35.0;3.5;0;1;4
0;39.0;3.5;1;1;4
0;39.0;3.5;1;1;4
0;38.0;3.5;1;1;4
0;39.0;3.5;0;1;4
0;39.0;3.5;0;1;4
0;39.0;3.5;1;0;4
0;34.0;3.5;0;1;4
0;46.0;3.5;1;1;4
0;45.0;3.5;0;1;4
2;41.0;3.5;0;1;4
0;32.0;3.5;1;1;4
0;37.0;3.5;0;1;4
0;42.0;3.5;0;1;4
0;29.0;3.5;1;1;4
0;34.0;3.5;1;1;4
0;40.0;3.5;1;1;4
0;41.0;3.5;0;1;4
0;44.0;3.5;1;1;4
0;36.0;3.5;1;1;4
0;31.0;3.5;1;1;4
3;32.5;3.5;0;1;4
0;40.0;3.5;1;1;4
0;36.0;3.5;0;1;4
0;41.0;3.5;1;1;4
0;33.0;3.5;0;1;4
0;32.0;3.5;0;1;4
0;44.0;3.5;1;1;4
0;42.0;3.5;0;1;4
0;39.0;3.5;0;1;4
0;48.0;3.5;0;1;4
0;42.0;3.5;1;1;4
0;38.0;3.5;1;1;4
0;39.0;3.5;0;1;4
0;42.0;3.5;1;1;4
2;46.0;3.5;0;1;4
0;41.0;3.5;1;1;4
0;39.0;3.5;1;1;4
0;32.0;3.5;0;1;4
0;42.0;3.5;1;1;4
0;40.0;3.5;0;1;4
0;42.0;3.5;0;1;4
0;40.5;3.5;1;1;4
0;41.0;3.5;1;1;4
0;38.0;3.5;1;1;4
0;33.0;3.5;0;1;4
0;37.0;3.5;1;1;4
0;41.0;3.5;0;1;4
0;37.0;3.5;0;1;4
0;39.5;3.5;0;1;4
0;39.0;3.5;0;1;4
0;33.0;3.5;1;1;4
0;35.5;3.5;1;1;4
0;32.0;3.5;0;1;4
0;41.0;3.5;0;1;4
0;34.0;3.5;0;1;4
0;33.0;3.5;1;1;4
0;36.0;3.5;0;1;4
0;41.0;3.5;0;1;4
0;34.0;3.5;1;1;4
0;31.0;3.5;0;1;4
0;47.0;3.5;0;1;4
0;37.0;3.5;0;1;4
0;31.0;3.5;0;1;4
0;31.0;3.5;1;1;4
0;48.0;3.5;1;1;4
0;47.0;3.5;1;1;4
0;42.0;3.5;1;1;4
0;35.5;3.5;0;1;4
2;34.0;3.5;0;1;4
0;31.5;3.5;0;1;4
0;34.0;3.5;0;1;4
0;46.0;3.5;1;1;4
0;31.0;3.5;0;0;4
0;36.0;3.5;0;1;4
0;46.0;3.5;1;1;4
0;43.0;3.5;1;1;4
0;46.0;3.5;0;1;4
3;22.0;3.5;0;0;4
0;32.0;3.5;1;1;4
0;38.0;3.5;0;1;4
0;48.0;3.5;1;1;4
0;38.0;3.5;1;1;4
0;33.0;3.5;1;1;4
0;42.0;3.5;0;1;4
2;38.0;3.5;0;1;4
0;42.0;3.5;0;1;4
0;38.0;3.5;1;1;4
0;42.0;3.5;0;1;4
0;39.5;3.5;1;1;4
0;29.0;3.5;1;1;4
2;30.0;3.5;0;1;4
0;41.0;3.5;0;1;4
0;42.0;3.5;1;1;4
0;36.0;3.5;0;1;4
0;37.0;3.5;0;1;4
2;38.0;3.5;1;1;4
0;45.0;3.5;1;1;4
0;43.0;3.5;0;1;4
0;37.0;3.5;0;1;4
0;39.0;3.5;0;1;4
0;38.0;3.5;1;1;4
0;30.0;3.5;0;1;4
0;33.0;3.5;0;1;4
0;39.0;3.5;0;1;4
0;42.0;3.5;1;1;4
0;36.0;3.5;1;0;4
0;30.5;3.5;0;1;4
0;36.0;3.5;0;1;4
0;45.0;3.5;0;1;4
0;29.0;3.5;1;1;4
0;43.0;3.5;1;1;4
0;48.0;3.5;1;1;4
0;35.5;3.5;1;1;4
0;40.0;3.5;0;1;4
0;40.0;3.5;0;1;4
0;38.0;3.5;0;1;4
0;44.0;3.5;1;1;4
2;33.0;3.5;0;1;4
1;34.0;3.5;1;1;4
0;37.0;3.5;1;1;4
0;38.0;3.5;1;1;4
0;44.0;3.5;1;1;4
0;39.0;3.5;0;1;4
3;26.0;3.5;0;1;4
0;40.0;3.5;0;1;4
0;43.5;3.5;1;1;4
0;42.0;3.5;0;1;4
0;37.0;3.5;0;1;4
0;40.0;3.5;1;1;4
0;41.0;3.5;0;1;4
0;39.0;3.5;1;1;4
0;39.0;3.5;1;1;4
0;30.5;3.5;1;1;4
0;38.0;3.5;1;1;4
0;34.0;3.5;0;1;4
0;36.0;3.5;1;1;4
0;46.0;3.5;0;1;4
0;37.0;3.5;0;0;4
0;44.0;3.5;0;1;4
0;43.0;3.5;0;1;4
1;32.0;3.5;1;1;4
0;42.0;3.5;0;1;4
0;42.0;3.5;0;1;4
0;45.0;3.5;0;1;4
0;35.5;3.5;0;1;4
0;34.0;3.5;0;1;4
0;39.0;3.5;1;1;4
0;43.0;3.5;1;1;4
0;40.0;3.5;0;1;4
0;44.0;3.5;0;1;4
0;35.0;3.5;0;1;4
0;37.0;3.5;0;1;4
0;33.0;3.5;0;1;4
0;35.0;3.5;1;1;4
0;38.0;3.5;1;1;4
0;37.0;3.5;0;1;4
0;40.0;3.5;0;1;4
0;33.0;3.5;1;1;4
