0;0.49788;0.48246;-0.05921;0.96082;0.31287;-0.57545;-0.58331;-0.91699;-0.00665;-0.21712;-118.084;5;2;0;2;6;0;5;0;0;0;0;0;0;0;0;0;2;0;0
1;-0.07854;-0.48246;198.437;0.96082;-0.67825;193.886;143.533;0.76096;-0.14277;-0.71126;-0.21575;5;2;2;0;6;4;6;3;0;4;0;2;0;2;3;0;4;0;0
1;0.49788;-0.48246;-0.05921;0.96082;-0.46725;0.80523;-0.84732;-16.209;-10.145;-137.983;0.40148;6;0;0;0;6;3;4;0;0;0;0;0;0;0;0;1;0;0;0
1;-0.95197;0.48246;116.365;0.96082;-0.14882;-0.80615;-0.01928;0.59042;0.58489;-137.983;-118.084;4;0;0;3;5;2;4;2;0;0;0;2;0;0;0;0;2;0;0
1;0.49788;0.48246;198.437;0.96082;0.73545;-16.334;-0.45174;-0.30172;130.612;-0.21712;-0.21575;4;1;1;0;6;3;6;0;0;1;0;0;1;0;0;2;2;0;0
1;259.171;0.48246;-122.751;0.24923;-0.67825;-0.30033;-155.521;203.972;163.088;-137.983;-154.858;2;0;0;0;6;0;4;0;0;0;0;0;0;0;0;0;6;0;0
1;109.449;-0.48246;116.365;-0.57009;-0.46725;-109.207;-0.45174;-0.30172;0.93949;-0.21712;0.07987;6;0;0;0;6;1;5;0;0;0;0;0;0;0;0;0;6;0;0
1;0.49788;-0.48246;-17.379;0.96082;-132.828;193.886;-0.84732;-0.30172;163.088;0.19268;-0.52593;5;0;0;0;6;0;4;0;0;0;0;0;0;0;0;0;0;0;0
1;0.49788;0.48246;-0.05921;0.24923;0.62967;257.309;-0.97631;0.76096;113.407;-137.983;-154.858;4;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;6;0;0
1;182.213;-0.48246;116.365;0.96082;-0.24649;0.00332;-142.424;0.59042;0.12331;-137.983;-0.84637;6;1;0;1;6;1;6;0;0;0;0;0;0;0;0;0;6;0;0
1;-0.07854;0.48246;0.45468;0.96082;-105.308;0.80523;-111.902;-0.76096;181.175;0.19268;0.07987;5;0;1;0;6;2;5;2;0;0;0;0;0;0;0;0;2;0;1
1;109.449;-0.48246;-0.61113;-0.28519;-132.828;0.00332;0.14143;-192.595;-0.52745;0.52975;12.247;5;1;0;0;6;4;5;2;0;3;0;0;0;1;0;2;6;0;0
1;182.213;0.48246;0.45468;0.96082;228.554;0.16767;0.44585;-16.209;-0.78155;129.221;0.07987;5;1;0;4;6;3;5;1;0;0;0;0;0;1;1;1;6;0;0
1;182.213;0.48246;-0.05921;0.24923;-0.79151;0.80523;-0.01928;0.94156;346.436;-0.71126;-0.84637;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0
